"month","account","Total Transfer ins","Total Transfer out","Account Monthly Balance"
11,"83412","358.98","1427.08","-1068.1"
12,"83412","2108.32","1427.08","681.2400000000001"
2,"83462","703.49","0","703.49"
5,"83462","1028.36","1876.07","-847.71"
7,"83462","1433.64","1876.07","-442.42999999999984"
8,"83462","3878.1800000000003","5628.21","-1750.0299999999997"
9,"83462","602.11","0","602.11"
1,"83464","1035.66","0","1035.66"
2,"83464","1597.45","0","1597.45"
5,"83464","4071.38","5064.66","-993.2800000000002"
10,"83464","1534.19","0","1534.19"
11,"83464","1248.11","1688.22","-440.1100000000001"
12,"83464","1870.76","1688.22","182.53999999999996"
10,"83520","188.49","0","188.49"
2,"8354","763.14","0","763.14"
3,"8354","848.87","0","848.87"
8,"8354","904.34","0","904.34"
12,"8354","1679.38","0","1679.38"
2,"83546","5973.799999999999","4044.72","1929.08"
3,"83546","5226.9","2281.21","2945.6899999999996"
4,"83546","5763.93","2281.21","3482.72"
6,"83546","1239.99","2281.21","-1041.22"
7,"83546","5690.58","2281.21","3409.3699999999994"
10,"83546","1297.38","0","1297.38"
1,"83613","261.05","0","261.05"
2,"83613","1868.34","3323.99","-1455.65"
3,"83613","1429.46","3323.99","-1894.53"
7,"83613","2154.42","3323.99","-1169.57"
8,"83613","4693.110000000001","5504.64","-811.5300000000003"
8,"83617","1610.52","0","1610.52"
11,"83617","0","575.08","-575.08"
2,"8363","1478.32","0","1478.32"
4,"8363","0","542.81","-542.81"
6,"8363","1123.2","3966.06","-2842.8599999999997"
8,"8363","152.78","1322.02","-1169.24"
9,"8363","934.07","1322.02","-387.94999999999993"
10,"8363","0","1102.3","-1102.3"
2,"83662","0","364.54","-364.54"
3,"83662","2849.8","3486.9300000000003","-637.13"
4,"83662","1041.1","0","1041.1"
6,"83662","343.45","0","343.45"
7,"83662","2248.2799999999997","2962.96","-714.6800000000001"
10,"83662","2248.2799999999997","59.16","2189.12"
12,"83662","2248.2799999999997","3243.26","-994.9800000000002"
2,"83667","1183.8","0","1183.8"
3,"83667","726.06","0","726.06"
4,"83667","79.05","0","79.05"
5,"83667","0","84.8","-84.8"
6,"83667","1630.25","0","1630.25"
7,"83667","1525.41","0","1525.41"
9,"83667","0","167.53","-167.53"
10,"83667","1926.6","0","1926.6"
11,"83667","645.8","0","645.8"
1,"83672","1922.67","0","1922.67"
2,"83672","0","1166.85","-1166.85"
3,"83672","499.81","0","499.81"
4,"83672","0","490.11","-490.11"
7,"83672","510.47","0","510.47"
8,"83672","1685.23","1735.42","-50.190000000000055"
10,"83672","0","1755.62","-1755.62"
11,"83672","1685.23","1735.42","-50.190000000000055"
3,"83684","955.23","0","955.23"
7,"83684","87.07","0","87.07"
8,"83684","258","0","258"
11,"83684","1382.71","0","1382.71"
12,"83684","1868.9","0","1868.9"
1,"83741","1257.43","0","1257.43"
5,"83741","0","1840.19","-1840.19"
7,"83741","0","1028.44","-1028.44"
9,"83741","977.71","0","977.71"
10,"83741","1717.41","0","1717.41"
3,"83754","96.5","0","96.5"
4,"83754","244.27","0","244.27"
5,"83754","571.46","4216.38","-3644.92"
6,"83754","1368.7","0","1368.7"
11,"83754","236.33","1405.46","-1169.13"
12,"83754","1830.85","0","1830.85"
10,"8379","1415.82","0","1415.82"
1,"83857","1094.19","0","1094.19"
2,"83857","1442.68","0","1442.68"
4,"83857","42.33","0","42.33"
7,"83857","101.83","0","101.83"
10,"83857","0","447.06","-447.06"
11,"83857","234.04","0","234.04"
12,"83857","216.28","0","216.28"
3,"83864","629.84","0","629.84"
5,"83864","1036.3","0","1036.3"
11,"83864","210.37","0","210.37"
2,"83873","1193.64","0","1193.64"
7,"83873","1595.13","1391.83","203.30000000000018"
8,"83873","1364.42","1391.83","-27.409999999999854"
11,"83873","0","1157.76","-1157.76"
2,"83880","1695.67","0","1695.67"
5,"83880","1008.02","0","1008.02"
6,"83880","842.48","0","842.48"
9,"83880","270.54","0","270.54"
10,"83880","0","1952.51","-1952.51"
2,"839","1781.91","0","1781.91"
4,"839","0","983.18","-983.18"
7,"839","923.04","0","923.04"
9,"839","222.49","0","222.49"
10,"839","3724.9","924.98","2799.92"
1,"83913","3579.6","3889.24","-309.6400000000001"
5,"83913","2477.27","3910.56","-1433.29"
9,"83913","1044.88","0","1044.88"
10,"83913","1374.94","3889.24","-2514.3"
12,"83913","2477.27","3867.92","-1390.65"
2,"83922","347.2","0","347.2"
4,"83922","655.46","0","655.46"
5,"83922","1986.35","0","1986.35"
6,"83922","957.76","0","957.76"
8,"83922","1801.01","0","1801.01"
12,"83922","1935.12","0","1935.12"
5,"83939","1333.3","0","1333.3"
3,"8394","1799","0","1799"
4,"8394","483.24","0","483.24"
12,"8394","1850.31","0","1850.31"
1,"83946","1874.65","0","1874.65"
2,"83946","0","1870.38","-1870.38"
3,"83946","603.25","0","603.25"
9,"83946","1221.32","0","1221.32"
10,"83946","946.81","0","946.81"
11,"83946","0","991.82","-991.82"
12,"83946","1651.34","0","1651.34"
2,"83951","477.36","1918.47","-1441.1100000000001"
3,"83951","2249.18","3836.94","-1587.7600000000002"
6,"83951","0","1715.94","-1715.94"
8,"84006","230.58","672.93","-442.3499999999999"
9,"84006","230.58","672.93","-442.3499999999999"
11,"84006","0","1850.18","-1850.18"
1,"84013","564.72","420.23","144.49"
2,"84013","0","1831.13","-1831.13"
3,"84013","816.53","0","816.53"
5,"84013","484.3","420.23","64.07"
7,"84013","644.1","0","644.1"
8,"84013","169.96","0","169.96"
9,"84013","0","515.01","-515.01"
10,"84013","1985.93","0","1985.93"
11,"84013","2150.95","1260.69","890.26"
12,"84013","1094.2","0","1094.2"
3,"84052","1641.04","0","1641.04"
5,"84052","1298.74","1430.29","-131.54999999999995"
7,"84052","1337.33","1430.29","-92.96000000000004"
8,"84052","1237.26","0","1237.26"
9,"84052","1527.18","0","1527.18"
12,"84052","1607.04","1430.29","176.75"
3,"84119","982.7","0","982.7"
8,"84119","1886.7","0","1886.7"
6,"84131","962.77","1644.96","-682.19"
10,"84131","962.77","1644.96","-682.19"
1,"84183","1387.8000000000002","1750.78","-362.9799999999999"
3,"84183","0","596.52","-596.52"
5,"84183","1436.15","0","1436.15"
6,"84183","1387.8000000000002","161.66","1226.14"
7,"84183","1908.16","0","1908.16"
9,"84183","3.3","956.22","-952.92"
12,"84183","1936.31","0","1936.31"
1,"84208","857.86","0","857.86"
2,"84208","0","1958.11","-1958.11"
3,"84208","1087.24","1009.12","78.12"
1,"84236","1393.92","0","1393.92"
2,"84236","114.18","0","114.18"
5,"84236","1430.66","0","1430.66"
6,"84236","0","371.64","-371.64"
7,"84236","1734.18","0","1734.18"
8,"84236","1554.85","0","1554.85"
9,"84236","1915.89","0","1915.89"
10,"84236","0","344.37","-344.37"
12,"84236","1739.56","0","1739.56"
1,"84238","994.68","1042.9","-48.22000000000014"
3,"84238","0","828.97","-828.97"
5,"84238","3964.72","3067.8","896.9199999999997"
6,"84238","994.68","815.22","179.45999999999992"
8,"84238","994.68","557.02","437.65999999999997"
7,"84302","0","1360.96","-1360.96"
8,"84302","278.25","0","278.25"
1,"84316","2328.14","1296.08","1032.06"
2,"84316","4216","2226.63","1989.3699999999997"
4,"84316","2267.2","1296.08","971.1199999999998"
7,"84316","0","167.72","-167.72"
8,"84316","3836.66","1296.08","2540.58"
9,"84316","0","631.34","-631.34"
12,"84316","4216","1661.6100000000001","2554.39"
2,"84334","4649.459999999999","4029.3","620.1599999999999"
3,"84334","3930.81","3637.8","293.0099999999999"
4,"84334","427.56000000000006","3637.8","-3210.2400000000002"
6,"84334","1780.75","0","1780.75"
7,"84334","4649.459999999999","4234.700000000001","414.75999999999965"
8,"84334","205.95000000000002","3637.8","-3431.85"
9,"84334","4649.460000000001","9925","-5275.54"
10,"84334","5389.049999999999","3637.8","1751.2499999999995"
12,"84334","1058.56","0","1058.56"
3,"84337","253.37","791.07","-537.7"
6,"84337","253.37","791.07","-537.7"
10,"84337","0","1692.56","-1692.56"
1,"84380","2216.8500000000004","26.73","2190.12"
3,"84380","68.24","0","68.24"
5,"84380","4303.950000000001","2605.33","1698.6200000000003"
8,"84380","1958.8200000000002","2605.33","-646.5099999999996"
10,"84380","2216.8500000000004","3431.3999999999996","-1214.5499999999997"
12,"84380","387.78","2605.33","-2217.55"
2,"84388","416.91","0","416.91"
10,"84388","1768","0","1768"
1,"84394","1466.69","0","1466.69"
2,"84394","1021.25","0","1021.25"
3,"84394","0","1239.91","-1239.91"
4,"84394","0","26.81","-26.81"
6,"84394","1655.27","1362.27","293"
7,"84394","1600.18","0","1600.18"
9,"84394","538.32","1362.27","-823.9499999999999"
10,"84394","338.83","1362.27","-1023.44"
1,"84410","0","985.39","-985.39"
3,"84410","709.15","1590.39","-881.2400000000001"
5,"84410","1158.24","0","1158.24"
7,"84410","1290.04","0","1290.04"
8,"84410","540.99","0","540.99"
12,"84410","1418.3","3473.9","-2055.6000000000004"
5,"84459","159.72","0","159.72"
4,"84562","1220.1","0","1220.1"
12,"84562","1588.95","0","1588.95"
2,"84596","1355.02","0","1355.02"
5,"84596","2650.2","2159.78","490.41999999999973"
6,"84596","322.76","2159.78","-1837.02"
8,"84596","2007.44","1540.77","466.66999999999985"
9,"84596","2007.44","4938.57","-2931.13"
10,"84596","1041.92","2159.78","-1117.8600000000001"
1,"84625","225.23","708.75","-483.52"
2,"84625","3317.63","3543.75","-226.1199999999999"
3,"84625","0","868.64","-868.64"
4,"84625","136.96","708.75","-571.79"
5,"84625","1033.74","708.75","324.99"
6,"84625","191.75","0","191.75"
10,"84625","660.73","708.75","-48.01999999999998"
11,"84625","1986.33","0","1986.33"
12,"84625","238.51","0","238.51"
5,"84654","1416.27","0","1416.27"
6,"84654","449.45","599.05","-149.59999999999997"
10,"84654","1778.47","599.05","1179.42"
3,"84659","1925.41","3808.06","-1882.6499999999999"
5,"84659","1192.96","2360.89","-1167.9299999999998"
7,"84659","1925.41","913.72","1011.69"
9,"84659","1114.34","0","1114.34"
10,"84659","2657.86","2360.89","296.97000000000014"
1,"84668","1464.89","0","1464.89"
9,"84668","1240.24","0","1240.24"
2,"84691","1463.1100000000001","828.7","634.41"
3,"84691","1236.5","414.35","822.15"
5,"84691","0","1752.7","-1752.7"
12,"84691","226.61","414.35","-187.74"
2,"84746","117.4","0","117.4"
9,"84746","724.67","0","724.67"
1,"84769","0","1095.43","-1095.43"
3,"84769","313.63","1231.63","-918.0000000000001"
4,"84769","1818.06","0","1818.06"
6,"84769","313.63","1340.82","-1027.19"
8,"84769","322.98","0","322.98"
9,"84769","1759.98","0","1759.98"
11,"84769","940.89","3491.95","-2551.06"
5,"8480","1833.48","0","1833.48"
6,"8480","325.81","0","325.81"
12,"8480","309.25","0","309.25"
2,"84831","250.45","979.19","-728.74"
3,"84831","163.03","0","163.03"
4,"84831","0","1075.34","-1075.34"
5,"84831","1453.75","979.19","474.55999999999995"
6,"84831","20.63","0","20.63"
8,"84831","918.75","979.19","-60.440000000000055"
11,"84831","4794.45","4895.950000000001","-101.50000000000023"
12,"84831","349.67","979.19","-629.52"
6,"84843","677.63","0","677.63"
9,"84843","1952.64","0","1952.64"
11,"84843","1057.86","0","1057.86"
12,"84843","1582.03","0","1582.03"
1,"84848","273.77","1413.51","-1139.74"
2,"84848","541.37","1413.51","-872.14"
3,"84848","1024.17","1413.51","-389.3399999999999"
7,"84848","2624.25","5654.04","-3029.79"
8,"84848","1686.55","0","1686.55"
10,"84848","1173.96","0","1173.96"
11,"84848","0","1652.13","-1652.13"
1,"84915","0","1104.46","-1104.46"
3,"84915","0","1528.53","-1528.53"
5,"84915","2672.73","1063.56","1609.17"
6,"84915","2808.35","6073.31","-3264.96"
7,"84915","3859.35","6073.31","-2213.96"
9,"84915","2672.73","4065.3900000000003","-1392.6600000000003"
10,"84915","2672.73","5940.299999999999","-3267.5699999999997"
11,"84915","6695.950000000001","6073.31","622.6400000000003"
4,"84918","187.78","0","187.78"
10,"84918","1071.7","0","1071.7"
1,"84922","33.24","0","33.24"
2,"84922","1158.13","0","1158.13"
4,"84922","1589.3","0","1589.3"
10,"84922","0","329.79","-329.79"
2,"84927","1588.46","2013.99","-425.53"
3,"84927","494.75","0","494.75"
4,"84927","1296.8799999999999","2388.12","-1091.24"
5,"84927","250.26","796.04","-545.78"
6,"84927","2586.02","1849.3500000000001","736.67"
9,"84927","638.74","2013.99","-1375.25"
10,"84927","2944.84","2013.99","930.8500000000001"
1,"84935","0","1088.45","-1088.45"
2,"84935","1028.25","0","1028.25"
5,"84935","598.34","0","598.34"
7,"84935","1356.02","0","1356.02"
8,"84935","790.49","0","790.49"
10,"84935","385.69","0","385.69"
11,"84935","0","909.5","-909.5"
12,"84935","1849.74","0","1849.74"
4,"84990","318.38","0","318.38"
5,"84990","0","1736.66","-1736.66"
8,"84990","1803.84","0","1803.84"
9,"84990","105.16","0","105.16"
10,"84990","705.81","0","705.81"
4,"85001","1198.48","0","1198.48"
5,"85001","473.48","0","473.48"
6,"85001","0","1087.25","-1087.25"
7,"85001","0","779.03","-779.03"
9,"85001","934.88","0","934.88"
12,"85001","1199.57","0","1199.57"
2,"85038","1562.9","3275.3199999999997","-1712.4199999999998"
4,"85038","458.6","0","458.6"
7,"85038","0","1234.18","-1234.18"
8,"85038","0","777.19","-777.19"
9,"85038","3758.26","5329.08","-1570.82"
10,"85038","0","975.44","-975.44"
12,"85038","3194","3275.3199999999997","-81.31999999999994"
1,"85080","911","1449.97","-538.97"
5,"85080","2388.13","2899.94","-511.80999999999995"
9,"85080","1477.13","1449.97","27.160000000000082"
3,"85151","310.54","0","310.54"
5,"85151","0","758.58","-758.58"
12,"85151","0","404.29","-404.29"
1,"8516","1157.8","0","1157.8"
6,"85161","540.9","0","540.9"
8,"85161","0","1780.7","-1780.7"
9,"85161","851.57","0","851.57"
10,"85161","1649.7","0","1649.7"
12,"85161","0","1603.91","-1603.91"
2,"85195","753.54","918.03","-164.49"
4,"85195","1354.17","0","1354.17"
6,"85195","0","1054.61","-1054.61"
7,"85195","0","1935.34","-1935.34"
9,"85195","382.81","0","382.81"
10,"85195","5566","4509.84","1056.1599999999999"
11,"85195","2833.1","918.03","1915.0699999999997"
12,"85195","1506.07","0","1506.07"
1,"85241","114.48","0","114.48"
4,"85241","425.6","0","425.6"
10,"85241","1589.86","0","1589.86"
4,"85333","886.29","0","886.29"
6,"85333","1674.97","0","1674.97"
8,"85333","0","1063.99","-1063.99"
9,"85333","0","780.73","-780.73"
10,"85333","0","737.26","-737.26"
11,"85333","324.65","0","324.65"
12,"85333","220.17","0","220.17"
1,"85346","98.5","0","98.5"
2,"85346","0","757.68","-757.68"
3,"85346","1756.64","682.41","1074.23"
4,"85346","1557.66","682.41","875.2500000000001"
6,"85346","1140.14","0","1140.14"
7,"85346","528.15","682.41","-154.26"
8,"85346","0","1195.42","-1195.42"
9,"85346","577.82","0","577.82"
11,"85346","1528.6","682.41","846.1899999999999"
12,"85346","0","116.63","-116.63"
4,"8535","0","73.63","-73.63"
8,"8535","922.76","0","922.76"
1,"85359","1798.73","0","1798.73"
2,"85359","1837","0","1837"
4,"85359","1041.52","0","1041.52"
6,"85359","897.23","0","897.23"
7,"85359","923.95","0","923.95"
1,"85385","1547.3","603.4","943.9"
3,"85385","773.65","113.14","660.51"
6,"85385","1633.15","0","1633.15"
7,"85385","773.65","490.26","283.39"
11,"85385","461.76","0","461.76"
1,"85428","1725.82","0","1725.82"
2,"85428","0","114.13","-114.13"
8,"85428","1692.11","0","1692.11"
5,"85438","574.86","0","574.86"
12,"85438","0","66.3","-66.3"
6,"85455","476.45","0","476.45"
1,"85467","1871.26","0","1871.26"
9,"85467","589.41","0","589.41"
12,"85467","635.36","0","635.36"
2,"85477","598.98","0","598.98"
7,"85477","0","142.31","-142.31"
8,"85477","1384.32","0","1384.32"
12,"85477","197.19","0","197.19"
4,"85493","749.7","0","749.7"
10,"85493","130.04","0","130.04"
2,"8551","3130.79","5560.799999999999","-2430.0099999999998"
3,"8551","0","97.17","-97.17"
4,"8551","1485.56","3053.9399999999996","-1568.3799999999999"
5,"8551","547.28","0","547.28"
7,"8551","3828.5","3053.9399999999996","774.5600000000002"
8,"8551","1685.05","40.9","1644.1499999999999"
12,"8551","3130.79","3601.0199999999995","-470.2299999999998"
1,"85534","1001.22","0","1001.22"
5,"85534","1856.72","0","1856.72"
7,"85534","1679.38","0","1679.38"
8,"85534","1569.33","0","1569.33"
12,"85534","385.42","0","385.42"
2,"85537","1900.24","0","1900.24"
4,"85537","142.76","0","142.76"
6,"85537","1465.01","0","1465.01"
2,"85579","975.53","298.1","677.43"
4,"85579","445.94","0","445.94"
5,"85579","1050.91","0","1050.91"
7,"85579","1156.51","0","1156.51"
8,"85579","1860.03","298.1","1561.9299999999998"
9,"85579","0","629.13","-629.13"
10,"85579","98.56","0","98.56"
11,"85579","1661.46","298.1","1363.3600000000001"
5,"85612","0","1521.04","-1521.04"
6,"85612","959.7","744.77","214.93000000000006"
8,"85612","2879.1000000000004","1679.57","1199.5300000000002"
10,"85612","959.7","273.03","686.6700000000001"
11,"85612","959.7","661.77","297.93000000000006"
1,"85628","598.5","0","598.5"
3,"85628","211.52","0","211.52"
6,"85628","0","1001.79","-1001.79"
10,"85628","0","968.77","-968.77"
11,"85628","282.78","0","282.78"
4,"85639","136.43","0","136.43"
10,"85639","0","1467.21","-1467.21"
9,"85653","0","782.58","-782.58"
4,"85691","786.62","0","786.62"
9,"85691","1925.78","0","1925.78"
11,"85691","567.86","0","567.86"
1,"85692","1226.53","0","1226.53"
8,"85692","862.35","0","862.35"
10,"85692","236.25","0","236.25"
12,"85692","1146.05","0","1146.05"
1,"85697","811.28","0","811.28"
2,"85697","1617.88","0","1617.88"
4,"85697","0","1076.62","-1076.62"
5,"85697","0","412","-412"
6,"85697","1186.37","0","1186.37"
7,"85697","1992.96","0","1992.96"
11,"85697","1143.01","0","1143.01"
12,"85697","1514.93","0","1514.93"
1,"85707","998.63","0","998.63"
2,"85707","650.13","0","650.13"
7,"85707","536.18","0","536.18"
8,"85707","1641.15","0","1641.15"
10,"85707","617.28","0","617.28"
11,"85707","1742.84","0","1742.84"
2,"85769","1308.38","700.39","607.9900000000001"
4,"85769","0","1832.58","-1832.58"
5,"85769","191.11","0","191.11"
6,"85769","518.59","700.39","-181.79999999999995"
9,"85769","3727.88","2101.17","1626.71"
11,"85769","1185.24","0","1185.24"
12,"85769","960.93","0","960.93"
7,"85830","1811.07","0","1811.07"
9,"85830","737.63","0","737.63"
12,"85830","0","901.09","-901.09"
1,"85846","420.43","0","420.43"
2,"85846","11.65","0","11.65"
4,"85846","4044.86","4593.08","-548.2199999999999"
5,"85846","4044.86","7694.48","-3649.6199999999994"
6,"85846","1269.57","0","1269.57"
7,"85846","1963.36","0","1963.36"
9,"85846","6819.6","5604.43","1215.1700000000005"
10,"85846","4044.86","6936.16","-2891.2999999999997"
2,"85861","1808.63","1855.27","-46.63999999999987"
4,"85861","1098.36","1855.27","-756.9100000000001"
5,"85861","0","408.84","-408.84"
7,"85861","0","576.68","-576.68"
8,"85861","137.59","0","137.59"
10,"85861","737.04","0","737.04"
12,"85861","1613.44","0","1613.44"
9,"85892","1388.62","486.41","902.2099999999998"
11,"85892","1737.64","0","1737.64"
12,"85892","1388.62","486.41","902.2099999999998"
1,"85917","0","628.68","-628.68"
2,"85917","766.21","0","766.21"
4,"85917","1657.36","0","1657.36"
5,"85917","0","312.67","-312.67"
6,"85917","334.67","0","334.67"
7,"85917","1761.74","0","1761.74"
9,"85917","1020.98","0","1020.98"
10,"85923","1123","0","1123"
5,"85925","1674.7","0","1674.7"
7,"85925","33.19","1818.29","-1785.1"
8,"85925","0","13.6","-13.6"
12,"85925","33.19","1818.29","-1785.1"
7,"85972","471.33","0","471.33"
2,"86008","0","109.35","-109.35"
4,"86008","979.99","1119.98","-139.99"
7,"86008","979.99","1119.98","-139.99"
12,"86008","0","194.34","-194.34"
2,"86026","0","324","-324"
3,"86026","3031.71","5255.68","-2223.9700000000003"
4,"86026","56.16","3199.15","-3142.9900000000002"
5,"86026","702.26","3199.15","-2496.89"
6,"86026","0","42.24","-42.24"
8,"86026","1658.04","3199.15","-1541.1100000000001"
9,"86026","1031.17","0","1031.17"
10,"86026","834.77","0","834.77"
1,"86027","680.31","1260.77","-580.46"
5,"86027","1360.62","3055.02","-1694.4"
6,"86027","680.31","1794.25","-1113.94"
8,"86027","927.24","0","927.24"
3,"86034","1182.04","0","1182.04"
5,"86034","995.18","943.68","51.5"
7,"86034","1899.35","943.68","955.67"
9,"86034","675.45","943.68","-268.2299999999999"
10,"86034","1661.63","0","1661.63"
11,"86034","3569.98","2831.04","738.94"
4,"86063","531.54","1470.88","-939.3400000000001"
7,"86063","353.22","1755.64","-1402.42"
8,"86063","709.86","1755.64","-1045.78"
9,"86063","531.54","2040.4","-1508.8600000000001"
10,"86063","1558.54","0","1558.54"
2,"86102","1931.1","0","1931.1"
7,"86102","1917.27","1283.61","633.6600000000001"
9,"86102","0","610.94","-610.94"
11,"86102","1917.27","1283.61","633.6600000000001"
4,"86147","0","1055.01","-1055.01"
6,"86147","1594.64","0","1594.64"
7,"86147","0","1045.02","-1045.02"
8,"86147","0","1267.11","-1267.11"
9,"86147","47.62","0","47.62"
2,"8615","0","1.96","-1.96"
3,"8615","0","130.23","-130.23"
11,"8615","0","657.68","-657.68"
3,"86155","1370.33","0","1370.33"
7,"86155","0","1442.07","-1442.07"
8,"86155","1396.79","0","1396.79"
9,"86155","0","639.9","-639.9"
11,"86155","0","639.24","-639.24"
5,"86200","196.64","0","196.64"
9,"86200","619.73","0","619.73"
10,"86200","986.18","0","986.18"
11,"86200","1030.77","0","1030.77"
7,"86260","0","1706.16","-1706.16"
8,"86260","90.35","0","90.35"
3,"86270","1124.84","0","1124.84"
4,"86270","350.12","0","350.12"
7,"86270","1671.43","0","1671.43"
10,"86270","0","1440.28","-1440.28"
1,"86322","0","1748.26","-1748.26"
2,"86322","322.05","923.28","-601.23"
3,"86322","0","1837.9","-1837.9"
4,"86322","1362.15","923.28","438.8700000000001"
5,"86322","0","1271.54","-1271.54"
6,"86322","2938.6","3693.12","-754.5199999999998"
7,"86322","0","1583.73","-1583.73"
8,"86322","771.29","0","771.29"
9,"86322","1904.53","0","1904.53"
12,"86322","704.01","923.28","-219.26999999999998"
2,"86326","1086.63","912.13","174.5000000000001"
3,"86326","944.11","0","944.11"
4,"86326","206.94","0","206.94"
7,"86326","187.29","0","187.29"
1,"86369","0","137.28","-137.28"
4,"86369","872.81","0","872.81"
5,"86369","903.19","0","903.19"
7,"86369","330.22","0","330.22"
9,"86369","735.46","0","735.46"
12,"86369","1391.21","0","1391.21"
2,"86429","0","1989.91","-1989.91"
5,"86429","1367.1","0","1367.1"
6,"86429","1203.32","0","1203.32"
12,"86429","1927.18","0","1927.18"
6,"86440","1613.86","0","1613.86"
8,"86440","1615.19","0","1615.19"
9,"86440","350.69","0","350.69"
10,"86440","1247.23","0","1247.23"
12,"86440","316.44","0","316.44"
4,"86488","1302.77","0","1302.77"
1,"86530","1086.75","0","1086.75"
2,"86530","840.38","0","840.38"
4,"86530","227.93","0","227.93"
6,"86530","1947.87","0","1947.87"
10,"86530","1132.77","0","1132.77"
11,"86530","846.72","0","846.72"
12,"86530","1103.6","0","1103.6"
3,"8654","508.56","0","508.56"
8,"8654","1603.27","0","1603.27"
5,"86554","1348.4","0","1348.4"
10,"86554","1260.68","0","1260.68"
1,"86626","954.88","0","954.88"
12,"86857","0","737.53","-737.53"
1,"86939","0","413.06","-413.06"
2,"86939","1426.08","0","1426.08"
3,"86939","1938.64","0","1938.64"
7,"86939","0","1388.47","-1388.47"
9,"86939","1527.07","0","1527.07"
1,"87038","971.99","0","971.99"
2,"87038","336.78","0","336.78"
4,"87038","0","971.42","-971.42"
5,"87038","914.83","1430.88","-516.0500000000001"
10,"87038","136.56","0","136.56"
11,"87038","445.71","0","445.71"
4,"87066","1364.04","1288.32","75.72000000000003"
5,"87066","1364.04","1160.29","203.75"
6,"87066","2728.08","2448.6099999999997","279.47"
3,"87098","1442.66","0","1442.66"
4,"87098","0","390.55","-390.55"
5,"87098","690.96","1984.91","-1293.95"
8,"87098","690.96","1839.58","-1148.62"
10,"87098","348.83","0","348.83"
11,"87098","690.96","559.31","131.6500000000001"
12,"87098","873.08","0","873.08"
10,"87100","806.04","0","806.04"
12,"87100","353.11","0","353.11"
2,"8720","20.94","2294.87","-2273.93"
5,"8720","1288.67","591.22","697.45"
6,"8720","1288.67","600.36","688.31"
7,"8720","1046.7","0","1046.7"
10,"8720","3845.07","2294.87","1550.2000000000003"
2,"87211","0","1212.88","-1212.88"
9,"87211","713.53","0","713.53"
11,"87211","1251.25","0","1251.25"
12,"87211","0","1355.1","-1355.1"
1,"87230","827.87","0","827.87"
3,"87230","1064.44","0","1064.44"
4,"87230","669.27","0","669.27"
5,"87230","1541.59","0","1541.59"
7,"87230","1076.86","0","1076.86"
8,"87230","774.98","0","774.98"
1,"8724","1777.88","0","1777.88"
2,"8724","1948.45","401.06","1547.39"
4,"8724","1026.47","0","1026.47"
6,"8724","1948.45","758.66","1189.79"
8,"8724","257.91","0","257.91"
9,"8724","1491.38","0","1491.38"
10,"8724","539.53","0","539.53"
1,"87267","1779.45","0","1779.45"
4,"87267","578.29","1489.87","-911.5799999999999"
6,"87267","677.54","2979.74","-2302.2"
7,"87267","0","1615.94","-1615.94"
9,"87267","291.9","0","291.9"
10,"87267","0","1800.41","-1800.41"
11,"87267","305.96","0","305.96"
12,"87267","99.25","1489.87","-1390.62"
3,"87297","1211.51","0","1211.51"
8,"87297","374.24","0","374.24"
1,"87396","796.04","872.5","-76.46000000000004"
2,"87396","79.68","872.5","-792.8199999999999"
3,"87396","429.91","0","429.91"
5,"87396","3510.03","458.15","3051.88"
9,"87396","666.2","872.5","-206.29999999999995"
10,"87396","1572.14","872.5","699.6400000000001"
12,"87396","3906","872.5","3033.5"
7,"87433","406.07","0","406.07"
8,"87433","1485.72","0","1485.72"
11,"87433","872.39","0","872.39"
12,"87433","115","0","115"
1,"87504","1744.13","0","1744.13"
2,"87504","949.15","0","949.15"
3,"87504","985.22","0","985.22"
4,"87504","1280.36","1904.34","-623.98"
5,"87504","928.94","1904.34","-975.3999999999999"
7,"87504","566.92","0","566.92"
8,"87504","1975.39","1904.34","71.05000000000018"
9,"87504","1098.27","1904.34","-806.0699999999999"
11,"87504","0","549.76","-549.76"
12,"87504","458.94","1904.34","-1445.3999999999999"
2,"87507","55.15","1210.83","-1155.6799999999998"
4,"87507","55.15","370.39","-315.24"
5,"87507","220.6","3490.2099999999996","-3269.609999999999"
7,"87507","55.15","223","-167.85"
9,"87507","1578.46","0","1578.46"
10,"87507","55.15","1685.99","-1630.84"
3,"87533","1547.6","0","1547.6"
4,"87533","619.69","0","619.69"
9,"87533","721.6","0","721.6"
11,"87533","0","860.95","-860.95"
3,"87544","1909.18","1901.1599999999999","8.020000000000095"
5,"87544","279.28","1901.1599999999999","-1621.88"
7,"87544","3160.38","1901.1599999999999","1259.2200000000003"
9,"87544","1041.89","0","1041.89"
10,"87544","0","1842.79","-1842.79"
11,"87544","2674.42","3916.74","-1242.3199999999997"
12,"87544","0","544.6","-544.6"
2,"87550","0","801.53","-801.53"
6,"87550","305.57","0","305.57"
1,"87555","4390.46","1186.2","3204.26"
2,"87555","1510.44","0","1510.44"
3,"87555","0","498.57","-498.57"
4,"87555","4390.46","7321.56","-2931.1000000000004"
6,"87555","1898.82","2126.94","-228.12000000000023"
7,"87555","869.73","0","869.73"
8,"87555","0","747.57","-747.57"
10,"87555","1115.9","0","1115.9"
11,"87555","3679.46","2126.94","1552.52"
12,"87555","1466.93","0","1466.93"
